,dataset,perturbation,edist_to_unperturbed,pvalue,significant,pvalue_adj,significant_adj
59,PapalexiSatija2021_eccite_RNA,NFKBIAg2,3.9936795242176686,0.11,False,0.994721016567467,False
60,PapalexiSatija2021_eccite_RNA,NFKBIAg3,0.7829740519732695,0.38,False,0.9999994087778656,False
61,PapalexiSatija2021_eccite_RNA,PDCD1LG2g1,-3.047997655821405,0.57,False,0.9999998720922852,False
62,PapalexiSatija2021_eccite_RNA,PDCD1LG2g2,-3.258803277501272,0.78,False,0.9999998720922852,False
63,PapalexiSatija2021_eccite_RNA,PDCD1LG2g3,1.821097957839072,0.21,False,0.9999365092082482,False
64,PapalexiSatija2021_eccite_RNA,PDCD1LG2g4,-1.3802284381463892,0.61,False,0.9999998720922852,False
65,PapalexiSatija2021_eccite_RNA,POU2F2g1,2.25909541601186,0.22,False,0.9999381001630672,False
66,PapalexiSatija2021_eccite_RNA,POU2F2g2,0.2635009882762347,0.47,False,0.9999998720922852,False
67,PapalexiSatija2021_eccite_RNA,POU2F2g3,15.222590754138878,0.01,True,0.4303987975228406,False
68,PapalexiSatija2021_eccite_RNA,SMAD4g1,67.49783379573705,0.0,True,0.0,True
69,PapalexiSatija2021_eccite_RNA,SMAD4g2,91.23898399945318,0.0,True,0.0,True
70,PapalexiSatija2021_eccite_RNA,SMAD4g3,80.65435408534466,0.0,True,0.0,True
71,PapalexiSatija2021_eccite_RNA,SMAD4g4,28.62953308682313,0.0,True,0.0,True
72,PapalexiSatija2021_eccite_RNA,STAT1g1,156.95129228555624,0.0,True,0.0,True
73,PapalexiSatija2021_eccite_RNA,STAT1g2,220.92653540168072,0.0,True,0.0,True
74,PapalexiSatija2021_eccite_RNA,STAT1g3,105.75404594350834,0.0,True,0.0,True
75,PapalexiSatija2021_eccite_RNA,STAT2g1,11.722638066478623,0.01,True,0.4303987975228406,False
76,PapalexiSatija2021_eccite_RNA,STAT2g2,8.847384441104793,0.05,False,0.9269022734871224,False
77,PapalexiSatija2021_eccite_RNA,STAT2g3,16.47031446278976,0.0,True,0.0,True
78,PapalexiSatija2021_eccite_RNA,STAT2g4,11.448847056280044,0.0,True,0.0,True
79,PapalexiSatija2021_eccite_RNA,STAT3g1,-0.8608487946238483,0.53,False,0.9999998720922852,False
80,PapalexiSatija2021_eccite_RNA,STAT3g2,1.2637392662816185,0.36,False,0.9999990192028538,False
81,PapalexiSatija2021_eccite_RNA,STAT3g3,-3.765590806339219,0.81,False,0.9999998720922852,False
82,PapalexiSatija2021_eccite_RNA,STAT3g4,12.54967863148454,0.0,True,0.0,True
83,PapalexiSatija2021_eccite_RNA,STAT5Ag1,11.717308057538103,0.03,True,0.7948222883356242,False
84,PapalexiSatija2021_eccite_RNA,STAT5Ag2,-2.090050470681092,0.69,False,0.9999998720922852,False
85,PapalexiSatija2021_eccite_RNA,STAT5Ag3,-1.7162974304825411,0.58,False,0.9999998720922852,False
86,PapalexiSatija2021_eccite_RNA,STAT5Ag4,-1.548108144637638,0.58,False,0.9999998720922852,False
87,PapalexiSatija2021_eccite_RNA,TNFRSF14g1,-2.545172737149244,0.72,False,0.9999998720922852,False
88,PapalexiSatija2021_eccite_RNA,TNFRSF14g2,-2.068994423585196,0.74,False,0.9999998720922852,False
89,PapalexiSatija2021_eccite_RNA,TNFRSF14g3,-0.0325430423461625,0.47,False,0.9999998720922852,False
90,PapalexiSatija2021_eccite_RNA,UBE2L6g1,-0.3916204335570796,0.41,False,0.9999997736876066,False
91,PapalexiSatija2021_eccite_RNA,UBE2L6g2,2.683556490838953,0.13,False,0.9974919980917356,False
92,PapalexiSatija2021_eccite_RNA,UBE2L6g4,2.002852046823364,0.25,False,0.9999761621685056,False
93,PapalexiSatija2021_eccite_RNA,control,0.0,0.0,True,0.0,True
94,TianKampmann2021_CRISPRa,ACE,7.062045635204726,0.03,True,0.9012239160523317,False
95,TianKampmann2021_CRISPRa,ACHE,-0.7001057219625011,0.55,False,0.9999999999929684,False
96,TianKampmann2021_CRISPRa,ADAMTS20,9.226246742201056,0.0,True,0.0,True
97,TianKampmann2021_CRISPRa,ARHGAP20,-0.4435847470238627,0.47,False,0.9999999999823496,False
98,TianKampmann2021_CRISPRa,ARID1B,0.7347906446941295,0.29,False,0.999999969608138,False
99,TianKampmann2021_CRISPRa,ATM,1.2059807333149877,0.27,False,0.999999969608138,False
100,TianKampmann2021_CRISPRa,ATP5C1,14.544600199229222,0.0,True,0.0,True
101,TianKampmann2021_CRISPRa,ATXN7,7.187286975278482,0.04,True,0.9531895864481588,False
102,TianKampmann2021_CRISPRa,BCL2,-1.1172252806042309,0.6,False,0.9999999999929684,False
103,TianKampmann2021_CRISPRa,BCL2L1,-1.3077239015852058,0.71,False,0.9999999999929684,False
104,TianKampmann2021_CRISPRa,BDH1,-2.3726623288496853,0.95,False,0.9999999999929684,False
105,TianKampmann2021_CRISPRa,BDNF,-2.162764057579864,0.86,False,0.9999999999929684,False
106,TianKampmann2021_CRISPRa,BMPER,-1.9561618210606757,0.82,False,0.9999999999929684,False
107,TianKampmann2021_CRISPRa,C6orf203,-1.5885555523932453,0.79,False,0.9999999999929684,False
108,TianKampmann2021_CRISPRa,CASP3,-1.4637759090223028,0.75,False,0.9999999999929684,False
109,TianKampmann2021_CRISPRa,CCDC85C,5.849786765244716,0.02,True,0.7972970917530194,False
110,TianKampmann2021_CRISPRa,CCR5,-1.873794708704452,0.8,False,0.9999999999929684,False
111,TianKampmann2021_CRISPRa,CDC5L,-1.873973426810096,0.76,False,0.9999999999929684,False
112,TianKampmann2021_CRISPRa,CDC42EP3,0.8634323241897164,0.25,False,0.999999957477916,False
113,TianKampmann2021_CRISPRa,CH25H,8.954933317254302,0.0,True,0.0,True
114,TianKampmann2021_CRISPRa,CIC,8.57712916353907,0.01,True,0.5613824981900889,False
115,TianKampmann2021_CRISPRa,CLRN2,-2.0410663273177647,0.91,False,0.9999999999929684,False
116,TianKampmann2021_CRISPRa,CPS1,15.189554517207284,0.0,True,0.0,True
117,TianKampmann2021_CRISPRa,CSMD1,-1.4966367686599824,0.7,False,0.9999999999929684,False
118,TianKampmann2021_CRISPRa,CYCS,0.2854174426524025,0.42,False,0.999999999800222,False
119,TianKampmann2021_CRISPRa,DAPL1,-1.73531916312416,0.86,False,0.9999999999929684,False
120,TianKampmann2021_CRISPRa,DDIT4,1.6214258618338988,0.15,False,0.9999696043632512,False
121,TianKampmann2021_CRISPRa,EFNA5,2.142590266322117,0.12,False,0.9997833012720752,False
122,TianKampmann2021_CRISPRa,EGR2,-1.1178917090390712,0.61,False,0.9999999999929684,False
123,TianKampmann2021_CRISPRa,EPC2,4.346618687818591,0.05,False,0.9775329117411816,False
124,TianKampmann2021_CRISPRa,FAM171A2,-1.328699513923425,0.81,False,0.9999999999929684,False
125,TianKampmann2021_CRISPRa,FEZF2,14.710666560872568,0.0,True,0.0,True
126,TianKampmann2021_CRISPRa,FGD4,-0.4623553627436649,0.43,False,0.9999999998282114,False
127,TianKampmann2021_CRISPRa,FMNL1,1.2243242264763126,0.2,False,0.9999990192028538,False
128,TianKampmann2021_CRISPRa,FRMD4A,-2.588288292764105,0.94,False,0.9999999999929684,False
129,TianKampmann2021_CRISPRa,GABRG3,3.029904610554155,0.13,False,0.9998828475379108,False
130,TianKampmann2021_CRISPRa,GBX2,44.53926894223196,0.0,True,0.0,True
131,TianKampmann2021_CRISPRa,GDI1,-0.0993488937047288,0.41,False,0.999999999762434,False
132,TianKampmann2021_CRISPRa,GIGYF2,-1.6934537698566885,0.8,False,0.9999999999929684,False
133,TianKampmann2021_CRISPRa,GLIS3,3.016009113319825,0.1,False,0.9993038013908692,False
134,TianKampmann2021_CRISPRa,GPR156,23.64974923308165,0.0,True,0.0,True
135,TianKampmann2021_CRISPRa,GRID2,-0.977009736586922,0.51,False,0.9999999999929684,False
136,TianKampmann2021_CRISPRa,GSTP1,0.8519703193929047,0.27,False,0.999999969608138,False
137,TianKampmann2021_CRISPRa,GSX2,68.25579680174886,0.0,True,0.0,True
138,TianKampmann2021_CRISPRa,HDAC9,-1.8631504317401948,0.81,False,0.9999999999929684,False
139,TianKampmann2021_CRISPRa,HECW1,80.52272456080925,0.0,True,0.0,True
140,TianKampmann2021_CRISPRa,HMGA2,-1.7177734223380696,0.79,False,0.9999999999929684,False
141,TianKampmann2021_CRISPRa,HNRNPA2B1,0.3338479161459702,0.31,False,0.9999999873057968,False
142,TianKampmann2021_CRISPRa,IGF1R,-1.8813958702410505,0.61,False,0.9999999999929684,False
143,TianKampmann2021_CRISPRa,INSR,56.090793164400594,0.0,True,0.0,True
144,TianKampmann2021_CRISPRa,JPH3,0.6255269811433379,0.28,False,0.999999969608138,False
145,TianKampmann2021_CRISPRa,KSR2,0.8559940020369936,0.25,False,0.999999957477916,False
146,TianKampmann2021_CRISPRa,LOXHD1,4.581391310926932,0.02,True,0.7972970917530194,False
147,TianKampmann2021_CRISPRa,LTF,0.6533051606362505,0.27,False,0.999999969608138,False
148,TianKampmann2021_CRISPRa,MAOA,1.4880859363820207,0.23,False,0.9999998808938366,False
149,TianKampmann2021_CRISPRa,MEF2C,-0.9928788325973414,0.66,False,0.9999999999929684,False
150,TianKampmann2021_CRISPRa,MEGF6,-0.955483642766552,0.67,False,0.9999999999929684,False
151,TianKampmann2021_CRISPRa,MEGF10,0.5858531043373034,0.34,False,0.9999999949994124,False
152,TianKampmann2021_CRISPRa,NOP56,-0.6834577133176936,0.53,False,0.9999999999929684,False
153,TianKampmann2021_CRISPRa,NOS1,0.0625012863119138,0.37,False,0.9999999990660476,False
154,TianKampmann2021_CRISPRa,NOS3,-0.0827843278766806,0.51,False,0.9999999999929684,False
155,TianKampmann2021_CRISPRa,NQO1,101.91813881939976,0.0,True,0.0,True
156,TianKampmann2021_CRISPRa,NR2F2,11.805889427813042,0.0,True,0.0,True
157,TianKampmann2021_CRISPRa,NTRK1,5.24461422351709,0.07,False,0.994620123627212,False
158,TianKampmann2021_CRISPRa,NUAK1,16.40059278996634,0.0,True,0.0,True
159,TianKampmann2021_CRISPRa,P4HB,-1.2740007374126492,0.62,False,0.9999999999929684,False
160,TianKampmann2021_CRISPRa,PCDHA3,-0.8106588899603082,0.59,False,0.9999999999929684,False
161,TianKampmann2021_CRISPRa,PDGFA,1.2647007835088857,0.25,False,0.999999957477916,False
162,TianKampmann2021_CRISPRa,PICALM,-0.3379124037708436,0.51,False,0.9999999999929684,False
163,TianKampmann2021_CRISPRa,POU4F1,7.2052977349084415,0.01,True,0.5613824981900889,False
164,TianKampmann2021_CRISPRa,PPARGC1A,1.7578643999073051,0.11,False,0.9996381567696988,False
165,TianKampmann2021_CRISPRa,PPP1R3B,0.5659932064043289,0.31,False,0.9999999873057968,False
166,TianKampmann2021_CRISPRa,PPP2R2B,-2.1267345077086475,0.8,False,0.9999999999929684,False
167,TianKampmann2021_CRISPRa,PRNP,-0.6916829665078126,0.5,False,0.999999999992724,False
168,TianKampmann2021_CRISPRa,PRRC2C,0.6454204294706472,0.25,False,0.999999957477916,False
169,TianKampmann2021_CRISPRa,RBMS1,7.299632290155017,0.01,True,0.5613824981900889,False
170,TianKampmann2021_CRISPRa,RRAS2,-0.2344057847460305,0.48,False,0.9999999999838516,False
171,TianKampmann2021_CRISPRa,RUNX1T1,2.6654352412442397,0.06,False,0.9890772168226712,False
172,TianKampmann2021_CRISPRa,SEMA3C,2.3788750100843004,0.11,False,0.9996381567696988,False
173,TianKampmann2021_CRISPRa,SERAC1,-0.6304836216404226,0.55,False,0.9999999999929684,False
174,TianKampmann2021_CRISPRa,SETX,2.140314520920924,0.17,False,0.9999920215262648,False
175,TianKampmann2021_CRISPRa,SHC1,-2.0412997426116704,0.91,False,0.9999999999929684,False
176,TianKampmann2021_CRISPRa,SLC2A3,-1.1837378454926295,0.59,False,0.9999999999929684,False
177,TianKampmann2021_CRISPRa,SMEK1,-0.4447568888956255,0.52,False,0.9999999999929684,False
178,TianKampmann2021_CRISPRa,SNCB,0.7377188072571244,0.24,False,0.9999999293982385,False
179,TianKampmann2021_CRISPRa,SOX5,32.788197537657226,0.0,True,0.0,True
180,TianKampmann2021_CRISPRa,SPAST,3.166931691261709,0.07,False,0.994620123627212,False
181,TianKampmann2021_CRISPRa,TFAM,0.9710286290978728,0.28,False,0.999999969608138,False
182,TianKampmann2021_CRISPRa,TMSB4X,-0.3504280149932413,0.56,False,0.9999999999929684,False
183,TianKampmann2021_CRISPRa,TNS3,0.6199609277016123,0.37,False,0.9999999990660476,False
184,TianKampmann2021_CRISPRa,TP53,0.0899891432015635,0.32,False,0.9999999873057968,False
185,TianKampmann2021_CRISPRa,TSEN15,-1.4839223530667311,0.78,False,0.9999999999929684,False
186,TianKampmann2021_CRISPRa,TTBK2,84.28987455687621,0.0,True,0.0,True
187,TianKampmann2021_CRISPRa,TUSC1,0.0941855885673135,0.38,False,0.9999999990660476,False
188,TianKampmann2021_CRISPRa,WNT3,3.4307499352204047,0.07,False,0.994620123627212,False
189,TianKampmann2021_CRISPRa,XIAP,-0.7480042004500262,0.57,False,0.9999999999929684,False
190,TianKampmann2021_CRISPRa,YAP1,3.2806795729241287,0.02,True,0.7972970917530194,False
191,TianKampmann2021_CRISPRa,control,0.0,0.0,True,0.0,True
192,TianKampmann2021_CRISPRi,ADAM10,0.0861356380872564,0.41,False,1.0,False
193,TianKampmann2021_CRISPRi,ADARB2,2.2143852290587063,0.16,False,0.9999999998293808,False
194,TianKampmann2021_CRISPRi,AFG3L2,2.1170739028444814,0.2,False,0.9999999999981212,False
195,TianKampmann2021_CRISPRi,AIFM1,3.684873036684678,0.07,False,0.9999869726216664,False
196,TianKampmann2021_CRISPRi,AKAP9,0.329122555491125,0.39,False,1.0,False
197,TianKampmann2021_CRISPRi,AMFR,1.8158027030115989,0.22,False,0.9999999999998556,False
198,TianKampmann2021_CRISPRi,ANO10,-2.42243637655244,0.89,False,1.0,False
199,TianKampmann2021_CRISPRi,AP2A2,3.680453664655488,0.09,False,0.9999989527670968,False
200,TianKampmann2021_CRISPRi,APEX1,2.552144047690831,0.13,False,0.9999999931593228,False
201,TianKampmann2021_CRISPRi,ARID1B,-2.448134029637515,0.86,False,1.0,False
202,TianKampmann2021_CRISPRi,ATG5,-1.507241571299062,0.77,False,1.0,False
203,TianKampmann2021_CRISPRi,ATP1A3,3.027570741656632,0.03,True,0.994006902312854,False
204,TianKampmann2021_CRISPRi,ATP5C1,0.5310273308840863,0.4,False,1.0,False
205,TianKampmann2021_CRISPRi,ATP5H,5.947170103058653,0.01,True,0.8277500698084983,False
206,TianKampmann2021_CRISPRi,ATP6AP2,-1.3133717244584773,0.62,False,1.0,False
207,TianKampmann2021_CRISPRi,ATXN1,-1.244720502316483,0.57,False,1.0,False
208,TianKampmann2021_CRISPRi,ATXN7,0.889839265120429,0.33,False,1.0,False
209,TianKampmann2021_CRISPRi,ATXN10,-3.488705538180937,0.98,False,1.0,False
210,TianKampmann2021_CRISPRi,BAX,1.8491406549450744,0.23,False,0.9999999999999596,False
211,TianKampmann2021_CRISPRi,BCS1L,-0.7706518934705286,0.52,False,1.0,False
212,TianKampmann2021_CRISPRi,BECN1,1.2758695423960376,0.25,False,0.9999999999999956,False
213,TianKampmann2021_CRISPRi,BIN1,-1.9821488179858304,0.78,False,1.0,False
214,TianKampmann2021_CRISPRi,BLMH,-1.7321278803506743,0.74,False,1.0,False
215,TianKampmann2021_CRISPRi,BNIP1,-0.8023246784894695,0.57,False,1.0,False
216,TianKampmann2021_CRISPRi,CALB1,0.2872280758769534,0.43,False,1.0,False
217,TianKampmann2021_CRISPRi,CASP3,6.622522145138731,0.02,True,0.969034006441728,False
218,TianKampmann2021_CRISPRi,CDC42EP3,3.0706346993788145,0.07,False,0.9999869726216664,False
219,TianKampmann2021_CRISPRi,CDH11,-2.0405175832340205,0.79,False,1.0,False
220,TianKampmann2021_CRISPRi,CELF1,-3.0535511632728287,0.96,False,1.0,False
221,TianKampmann2021_CRISPRi,CEP63,-2.512186393731412,0.93,False,1.0,False
222,TianKampmann2021_CRISPRi,CIC,-0.3921697602177687,0.42,False,1.0,False
223,TianKampmann2021_CRISPRi,CNTNAP2,-0.1458422310541323,0.4,False,1.0,False
224,TianKampmann2021_CRISPRi,COASY,1.7793240882922134,0.18,False,0.999999999979445,False
225,TianKampmann2021_CRISPRi,COG4,0.2151949067468308,0.38,False,1.0,False
226,TianKampmann2021_CRISPRi,COX10,-0.4332683305615319,0.51,False,1.0,False
227,TianKampmann2021_CRISPRi,COX15,-1.196808861407817,0.6,False,1.0,False
228,TianKampmann2021_CRISPRi,CREBBP,5.141643947843562,0.08,False,0.999996300235322,False
229,TianKampmann2021_CRISPRi,CTSD,3.633625157460358,0.1,False,0.9999997137939236,False
230,TianKampmann2021_CRISPRi,CYB561,4.01890196195103,0.12,False,0.9999999781923556,False
231,TianKampmann2021_CRISPRi,CYCS,1.4192673299573073,0.17,False,0.9999999999471656,False
232,TianKampmann2021_CRISPRi,CYP46A1,-2.162408797013086,0.85,False,1.0,False
233,TianKampmann2021_CRISPRi,DAP,4.232505521925589,0.05,False,0.9996818689708972,False
234,TianKampmann2021_CRISPRi,DBR1,0.2354678067758868,0.39,False,1.0,False
235,TianKampmann2021_CRISPRi,DCTN1,-0.8385379102288937,0.56,False,1.0,False
236,TianKampmann2021_CRISPRi,DMXL1,-1.2308109299563057,0.62,False,1.0,False
237,TianKampmann2021_CRISPRi,DNAJC6,-0.1062210566790042,0.38,False,1.0,False
238,TianKampmann2021_CRISPRi,DNM2,-1.455515674389801,0.65,False,1.0,False
239,TianKampmann2021_CRISPRi,DROSHA,0.7389904254386579,0.27,False,0.9999999999999992,False
240,TianKampmann2021_CRISPRi,DYNC1H1,2.932138806492929,0.08,False,0.999996300235322,False
241,TianKampmann2021_CRISPRi,ECHS1,0.3592510249496286,0.4,False,1.0,False
242,TianKampmann2021_CRISPRi,EEF2,6.682430415732938,0.02,True,0.969034006441728,False
243,TianKampmann2021_CRISPRi,EIF2S1,-2.353232375364911,0.85,False,1.0,False
244,TianKampmann2021_CRISPRi,EIF4G1,1.7523729756990465,0.14,False,0.9999999973739856,False
245,TianKampmann2021_CRISPRi,ELMO1,8.631237716521866,0.02,True,0.969034006441728,False
246,TianKampmann2021_CRISPRi,ELOVL5,-2.173921995924445,0.82,False,1.0,False
247,TianKampmann2021_CRISPRi,ELP3,-1.024145050188764,0.56,False,1.0,False
248,TianKampmann2021_CRISPRi,EPC2,-0.0985034951091279,0.4,False,1.0,False
249,TianKampmann2021_CRISPRi,EWSR1,9.037099586480736,0.0,True,0.0,True
250,TianKampmann2021_CRISPRi,EXOC4,-1.4132364596190428,0.69,False,1.0,False
251,TianKampmann2021_CRISPRi,FAM57B,3.382797329545724,0.13,False,0.9999999931593228,False
252,TianKampmann2021_CRISPRi,FAM171A2,-1.101904174182522,0.57,False,1.0,False
253,TianKampmann2021_CRISPRi,FARP1,6.078256694047155,0.04,True,0.998812172292412,False
254,TianKampmann2021_CRISPRi,FBXO7,-2.0018049403901443,0.84,False,1.0,False
255,TianKampmann2021_CRISPRi,FERMT2,-1.5569535233487102,0.7,False,1.0,False
256,TianKampmann2021_CRISPRi,FGD4,9.47375073747341,0.0,True,0.0,True
257,TianKampmann2021_CRISPRi,FOXC1,2.36502263779019,0.14,False,0.9999999973739856,False
258,TianKampmann2021_CRISPRi,FOXRED1,0.1492805783643689,0.34,False,1.0,False
259,TianKampmann2021_CRISPRi,FRMD4A,50.06423207910527,0.0,True,0.0,True
260,TianKampmann2021_CRISPRi,FXN,3.990308500327473,0.09,False,0.9999989527670968,False
261,TianKampmann2021_CRISPRi,GARS,3.222364585328364,0.12,False,0.9999999781923556,False
262,TianKampmann2021_CRISPRi,GLE1,-1.717120959366241,0.72,False,1.0,False
263,TianKampmann2021_CRISPRi,GOLIM4,3.1075844235639067,0.13,False,0.9999999931593228,False
264,TianKampmann2021_CRISPRi,GRN,-1.9559901568603664,0.86,False,1.0,False
265,TianKampmann2021_CRISPRi,GSR,-0.5098139811504439,0.51,False,1.0,False
266,TianKampmann2021_CRISPRi,GSTA4,-1.532121429054058,0.63,False,1.0,False
267,TianKampmann2021_CRISPRi,GTF2H3,5.546281320033074,0.01,True,0.8277500698084983,False
268,TianKampmann2021_CRISPRi,HEXA,7.777256360212249,0.04,True,0.998812172292412,False
269,TianKampmann2021_CRISPRi,HNRNPA2B1,0.1825048221263046,0.38,False,1.0,False
270,TianKampmann2021_CRISPRi,HSPA5,5.867901034911995,0.0,True,0.0,True
271,TianKampmann2021_CRISPRi,HSPA9,2.2972554517861283,0.19,False,0.999999999994458,False
272,TianKampmann2021_CRISPRi,HTT,-0.4992716956253957,0.52,False,1.0,False
273,TianKampmann2021_CRISPRi,HYOU1,1.3689911493168836,0.31,False,1.0,False
274,TianKampmann2021_CRISPRi,IGF1R,2.8272152275380904,0.12,False,0.9999999781923556,False
275,TianKampmann2021_CRISPRi,KIF1B,4.3204768304774746,0.07,False,0.9999869726216664,False
276,TianKampmann2021_CRISPRi,KIFAP3,2.653054092732788,0.17,False,0.9999999999471656,False
277,TianKampmann2021_CRISPRi,LRPPRC,-0.5843519960826313,0.59,False,1.0,False
278,TianKampmann2021_CRISPRi,MAPT,-1.6472335965679576,0.82,False,1.0,False
279,TianKampmann2021_CRISPRi,MATR3,2.6440012505635195,0.1,False,0.9999997137939236,False
280,TianKampmann2021_CRISPRi,MRPL10,12.691866813423928,0.0,True,0.0,True
281,TianKampmann2021_CRISPRi,MTA1,-1.141807659274548,0.69,False,1.0,False
